CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,BalanceSalaryRatio,ProductEngagement,AgeTenureInteraction,ZeroBalance,Geography_Germany,Geography_Spain,Gender_Male
531,37,1,0.0,1,1,0,4606.97,0.0,0,37,1,False,False,False
548,35,10,0.0,1,1,1,31299.71,0.0,1,350,1,False,False,False
738,26,9,0.0,2,1,1,48644.94,0.0,2,234,1,False,False,True
615,30,8,0.0,2,0,0,3183.15,0.0,0,240,1,False,False,True
561,28,6,123692.0,1,1,1,70548.96,1.7532540060972392,1,168,0,False,True,True
652,45,2,151421.44,1,0,1,115333.43,1.3128901751194333,1,90,0,True,False,True
850,57,8,126776.3,2,1,1,132298.49,0.9582523711920583,2,456,0,False,True,False
719,40,4,128389.12,1,1,1,176091.31,0.7291012310531902,1,160,0,False,True,True
476,40,6,0.0,1,1,1,22735.45,0.0,1,240,1,False,False,True
669,47,0,63723.78,2,1,1,181928.25,0.35026682075587073,2,0,0,True,False,True
590,34,0,65812.35,2,0,1,160346.3,0.4104362842405205,2,0,0,False,True,True
500,34,6,0.0,1,1,1,140268.45,0.0,1,204,1,False,False,False
619,35,4,90413.12,1,1,1,20555.21,4.398336074597409,1,140,0,False,False,False
497,29,4,85646.81,1,0,0,63233.02,1.3544419601980073,0,116,0,False,False,False
715,32,10,0.0,2,1,0,60907.49,0.0,0,320,1,False,False,False
358,52,8,143542.36,3,1,0,141959.11,1.0111457366439065,0,416,0,False,True,False
619,44,3,116967.68,1,1,0,5075.17,23.04250645663955,0,132,0,False,False,True
850,56,1,169743.83,1,0,0,155850.4,1.0891389490245196,0,56,0,True,False,True
525,37,0,0.0,1,0,1,131521.72,0.0,1,0,1,False,True,False
637,27,9,128940.24,1,1,0,46786.92,2.7558446710176474,0,243,0,False,False,True
684,24,9,79263.9,1,0,1,196574.48,0.4032237387898022,1,216,0,False,True,False
640,31,10,118613.34,1,1,0,168469.65,0.7040593717659426,0,310,0,True,False,False
742,28,2,191864.51,1,1,0,108457.99,1.7690051327234377,0,56,0,False,False,False
648,54,7,118241.02,1,1,0,172586.89,0.6851061218721661,0,378,0,False,True,False
644,46,6,12459.19,1,0,0,156787.34,0.07946502909591364,0,276,0,False,True,False
777,37,10,121532.17,2,1,1,73464.88,1.6542668514962318,2,370,0,True,False,False
427,33,8,0.0,1,1,1,13858.95,0.0,1,264,1,False,False,True
651,35,8,110067.71,1,1,0,127678.95,0.8620594697914591,0,280,0,True,False,True
764,48,1,75990.97,1,1,0,158323.81,0.4799688058997197,0,48,0,False,True,False
576,29,7,130575.26,1,0,1,173629.78,0.7520282982084167,1,203,0,True,False,True
611,40,1,0.0,2,1,1,102547.56,0.0,2,40,1,False,False,True
710,37,5,0.0,2,1,0,115403.31,0.0,0,185,1,False,False,False
700,39,5,144550.83,2,1,1,189664.43,0.7621358831706969,2,195,0,True,False,False
725,35,7,75915.75,1,1,0,150507.43,0.504395335198168,0,245,0,False,False,True
580,61,8,125921.37,1,1,1,94677.83,1.32998443263399,1,488,0,False,True,True
731,49,4,88826.07,1,1,1,33759.41,2.631072016009284,1,196,0,True,False,False
683,72,3,140997.26,1,0,1,52876.41,2.666493309713921,1,216,0,False,False,True
581,24,10,159203.71,1,1,1,102517.83,1.552921643760468,1,240,0,False,True,False
644,33,9,141234.98,1,1,0,95673.05,1.4762099022671247,0,297,0,False,False,True
590,24,7,126431.54,1,1,0,58781.11,2.1508506584741514,0,168,0,False,False,True
558,25,10,111363.1,2,1,0,197264.35,0.5645345216481252,0,250,0,True,False,True
589,20,2,121093.29,2,1,0,3529.72,34.29705272578964,0,40,0,True,False,False
768,48,3,122831.58,1,1,1,24533.89,5.006404349071873,1,144,0,True,False,True
751,36,5,73194.99,1,1,1,89222.66,0.820354040621064,1,180,0,True,False,True
606,38,7,128578.52,1,1,1,193878.51,0.6631877705900948,1,266,0,False,True,True
690,54,5,0.0,1,1,0,12847.61,0.0,0,270,1,False,False,True
646,42,3,175159.9,2,0,0,67124.48,2.6094398133167913,0,126,0,False,False,False
674,36,6,100762.64,1,1,0,182156.86,0.5531610878608259,0,216,0,True,False,False
525,60,7,0.0,2,0,1,168034.9,0.0,2,420,1,False,True,False
727,52,4,0.0,2,1,1,118429.02,0.0,2,208,1,False,False,True
658,35,9,71829.34,1,1,1,68141.92,1.0540983568065472,1,315,0,False,True,True
845,28,9,0.0,2,1,1,56185.98,0.0,2,252,1,False,False,False
646,24,0,92398.08,1,1,1,18897.29,4.889229660461343,1,0,0,True,False,True
691,41,8,109153.96,3,1,1,148848.76,0.7333163318503167,3,328,0,True,False,False
553,47,3,116528.15,1,0,0,145704.19,0.7997529120273615,0,141,0,False,True,True
731,31,1,132512.26,1,1,1,185466.85,0.7144756355346763,1,31,0,False,False,True
647,37,3,116509.99,1,1,1,149517.71,0.7792335153239351,1,111,0,True,False,True
674,28,3,0.0,1,1,0,51536.99,0.0,0,84,1,False,False,False
758,23,5,122739.1,1,1,0,102460.84,1.197900603776001,0,115,0,True,False,False
613,26,4,100446.57,1,0,1,149653.81,0.6711883834538964,1,104,0,False,False,True
765,34,5,86055.17,2,1,1,104220.5,0.8256949861592857,2,170,0,True,False,True
550,25,0,0.0,2,1,1,184221.11,0.0,2,0,1,False,False,True
717,38,7,0.0,2,1,1,158580.05,0.0,2,266,1,False,False,True
689,28,2,64808.32,2,0,0,78591.15,0.8246156899893947,0,56,0,True,False,False
630,41,7,107511.52,1,0,1,46156.87,2.3292131980960127,1,287,0,False,True,True
554,44,6,92436.86,1,1,0,126033.9,0.7334227265622459,0,264,0,False,False,False
811,28,4,167738.82,2,1,1,9903.42,16.93575393612145,2,112,0,True,False,False
592,45,8,84692.5,1,0,1,67214.02,1.2600234292870849,1,360,0,False,True,True
765,37,7,102708.77,1,1,0,9087.81,11.300574002537187,0,259,0,True,False,True
637,40,8,125470.81,1,1,1,174536.17,0.7188773027544791,1,320,0,False,False,True
581,25,5,77886.53,2,1,0,150319.49,0.5181364829239181,0,125,0,False,False,True
668,72,2,0.0,2,1,1,70783.61,0.0,2,144,1,False,False,True
802,41,5,0.0,2,1,1,134626.3,0.0,2,205,1,False,True,True
684,18,9,90544.0,1,0,1,4777.23,18.94927619641583,1,162,0,True,False,True
804,25,7,108396.67,1,1,0,128276.95,0.8450140495697039,0,175,0,False,False,True
705,39,8,144102.32,1,1,1,11682.36,12.33397926623848,1,312,0,False,True,False
785,38,9,107199.75,1,0,0,146398.51,0.7322411803154258,0,342,0,True,False,False
700,26,2,0.0,2,0,0,50051.42,0.0,0,52,1,False,False,False
627,32,1,0.0,1,1,0,106851.7,0.0,0,32,1,False,False,False
745,34,9,0.0,2,1,0,50046.25,0.0,0,306,1,False,True,True
651,35,2,86911.8,1,1,0,174094.24,0.4992198523061286,0,70,0,False,False,True
692,44,8,0.0,1,0,1,159069.37,0.0,1,352,1,False,True,False
739,54,8,126418.14,1,1,0,134420.75,0.9404589659039553,0,432,0,True,False,True
775,38,4,125212.65,2,1,1,15795.88,7.926416482242063,2,152,0,True,False,False
573,37,6,0.0,2,1,0,193995.37,0.0,0,222,1,False,False,False
850,36,0,136980.23,2,1,1,99019.65,1.3833501395920953,2,0,0,True,False,False
447,43,2,0.0,2,1,0,33879.26,0.0,0,86,1,False,False,True
701,33,7,123870.07,1,1,0,97794.71,1.2666206932798996,0,231,0,False,True,False
685,39,9,0.0,2,1,1,18826.06,0.0,2,351,1,False,True,True
675,32,10,0.0,2,1,0,191545.65,0.0,0,320,1,False,True,True
526,30,9,0.0,2,0,0,100995.68,0.0,0,270,1,False,False,True
597,24,0,108058.07,2,1,1,187826.11,0.5753060354280062,2,0,0,False,True,True
648,28,9,102282.61,1,1,1,157891.11,0.6478006405766571,1,252,0,False,True,False
673,77,10,76510.52,2,0,1,59595.66,1.2838055018519494,2,770,0,True,False,False
546,20,6,0.0,1,0,1,20508.85,0.0,1,120,1,False,False,False
624,51,10,123401.43,2,1,1,127825.25,0.9653841053774166,2,510,0,False,False,True
604,23,9,124577.33,1,1,1,7267.25,17.139934647267225,1,207,0,False,True,True
465,53,1,117438.17,1,0,0,74898.8,1.5679370305394673,0,53,0,True,False,True
522,30,3,0.0,2,1,0,145490.85,0.0,0,90,1,False,True,True
850,43,3,0.0,2,0,0,2465.8,0.0,0,129,1,False,False,False
439,29,6,156569.43,1,1,0,180598.66,0.8669419975652224,0,174,0,False,False,False
642,34,8,0.0,1,1,0,72085.1,0.0,0,272,1,False,True,True
767,77,8,149083.7,1,1,1,190146.83,0.7840410274469082,1,616,0,False,True,True
683,57,5,162448.69,1,0,0,9221.78,17.613852872994908,0,285,0,True,False,False
850,29,10,0.0,2,1,1,94815.04,0.0,2,290,1,False,True,False
580,65,1,0.0,2,0,1,103182.46,0.0,2,65,1,False,True,False
747,47,5,139914.6,4,0,1,129964.56,1.0765513571441543,4,235,0,False,False,False
706,42,8,95386.82,1,1,1,75732.25,1.2595104528063963,1,336,0,False,True,False
638,55,2,155828.22,1,0,1,108987.25,1.4297708239190923,1,110,0,False,True,False
564,31,0,110527.17,1,1,1,87060.77,1.269525878005926,1,0,0,False,False,True
655,40,0,81954.6,1,1,1,198798.44,0.41224764013419757,1,0,0,True,False,False
779,42,5,0.0,2,0,0,25951.91,0.0,0,210,1,False,False,False
837,38,2,0.0,2,1,1,46395.21,0.0,2,76,1,False,False,False
588,41,2,131341.46,2,0,1,7034.94,18.667222858637224,2,82,0,True,False,True
595,33,9,0.0,2,1,1,41447.86,0.0,2,297,1,False,False,False
641,35,4,0.0,2,0,0,125986.18,0.0,0,140,1,False,False,False
690,42,3,92578.14,2,0,0,70810.6,1.307386642866423,0,126,0,False,False,False
688,40,8,150679.71,2,0,1,196226.38,0.767883207735842,2,320,0,True,False,False
677,34,3,126729.41,1,1,1,26106.39,4.854158535188696,1,102,0,True,False,True
659,32,2,155584.21,1,0,1,153662.88,1.0124969511377688,1,64,0,False,False,False
631,33,2,0.0,2,1,1,158268.84,0.0,2,66,1,False,True,True
683,24,8,98567.1,1,1,0,187987.01,0.5243265248671977,0,192,0,False,True,False
566,21,3,0.0,2,1,1,3626.47,0.0,2,63,1,False,False,False
710,62,3,131078.42,2,1,0,119348.76,1.0982713329293667,0,186,0,False,True,True
549,43,3,134985.66,1,1,0,6101.41,22.120057485485244,0,129,0,True,False,False
659,43,1,106086.42,2,1,0,26900.63,3.9434941302813247,0,43,0,False,False,True
563,32,6,0.0,2,1,1,19720.08,0.0,2,192,1,False,True,True
730,39,1,116537.6,1,0,0,145679.6,0.7999527733960459,0,39,0,False,False,True
741,36,0,127675.39,2,1,0,74260.16,1.719275459742347,0,0,0,True,False,False
518,46,3,0.0,2,1,0,76515.79,0.0,0,138,1,False,False,True
568,40,1,99282.63,1,0,0,134600.94,0.7376017760219504,0,40,0,True,False,True
775,77,6,135120.56,1,1,0,37836.64,3.571062042981539,0,462,0,True,False,False
640,29,3,0.0,2,1,0,2743.69,0.0,0,87,1,False,False,False
759,44,2,111095.58,2,1,0,100137.7,1.1094170385675068,0,88,0,False,False,True
542,29,7,0.0,2,0,1,196651.72,0.0,2,203,1,False,False,False
797,29,1,0.0,1,0,1,149991.32,0.0,1,29,1,False,False,True
590,37,6,169902.92,1,1,1,128256.18,1.3247049404953393,1,222,0,False,True,True
693,25,6,146580.69,1,0,1,14633.35,10.016207757775371,1,150,0,True,False,True
676,20,1,80569.73,1,0,0,68621.98,1.174092556167045,0,20,0,False,False,True
700,42,8,0.0,2,1,1,105305.72,0.0,2,336,1,False,False,False
708,34,3,0.0,1,0,1,121457.88,0.0,1,102,1,False,False,True
615,61,1,104267.7,1,1,0,62845.64,1.6590815356238615,0,61,0,False,False,False
770,36,2,89800.14,1,1,1,105922.69,0.8477814547435045,1,72,0,False,False,True
567,35,5,166118.45,2,1,0,127827.18,1.2995448265006981,0,175,0,False,False,False
778,29,7,123229.46,1,1,0,181221.09,0.6799913851561915,0,203,0,True,False,False
713,43,5,86394.14,1,1,1,130001.13,0.6645594191418248,1,215,0,False,False,True
696,43,4,114091.38,1,0,1,159888.1,0.7135657152363732,1,172,0,True,False,True
583,47,5,102562.23,1,1,0,92708.1,1.1062800739086023,0,235,0,False,True,True
624,36,0,0.0,2,1,0,111605.9,0.0,0,0,1,False,True,False
786,37,7,165896.22,2,1,1,66977.68,2.4768511412885417,2,259,0,False,False,True
623,27,4,120509.81,1,0,0,142170.44,0.8476372610420208,0,108,0,False,False,True
523,34,2,161588.89,1,1,1,51358.66,3.146221957076819,1,68,0,False,False,True
588,36,2,0.0,2,1,0,92536.0,0.0,0,72,1,False,False,False
665,29,1,182781.74,2,1,1,63732.9,2.8678888315323556,2,29,0,False,True,True
611,52,7,0.0,1,0,1,73585.18,0.0,1,364,1,False,True,True
653,51,3,0.0,1,1,0,170426.65,0.0,0,153,1,False,False,True
411,54,9,0.0,1,0,1,76621.49,0.0,1,486,1,False,False,False
617,35,5,0.0,2,0,1,13066.3,0.0,2,175,1,False,False,False
612,24,1,182705.05,1,1,1,171837.06,1.0632397153459483,1,24,0,False,False,True
681,29,8,0.0,1,1,0,66367.33,0.0,0,232,1,False,False,True
806,67,1,0.0,2,0,1,103945.58,0.0,2,67,1,False,False,False
731,37,1,128932.4,1,1,1,180712.52,0.7134629440010908,1,37,0,False,True,False
637,39,3,109698.41,1,1,1,88391.29,1.2410404798880084,1,117,0,True,False,False
657,41,8,109402.13,1,1,1,66463.62,1.6460205444641076,1,328,0,False,True,True
